CRASH_CARRIER_ID	CRASH_ID	CARRIER_SOURCE_CODE	CRASH_CARRIER_NAME	CRASH_CARRIER_STREET	CRASH_CARRIER_CITY	CRASH_CARRIER_CITY_CODE	CRASH_CARRIER_STATE	CRASH_CARRIER_ZIP_CODE	CRASH_COLONIA	PREFIX	DOCKET_NUMBER	CRASH_CARRIER_INTERSTATE	NO_ID_FLAG	STATE_NUMBER	STATE_ISSUING_NUMBER
3716383	3716386		USA LOGISTICS INC FL	3000 AVENTINE DR APT 405	ARDEN		NC	28704			798632	Y	0		
3716385	3716388		GOLDEN TRANSPORT LLC	601 S PETERS RD APT 64	KNOXVILLE		TN	37922			824122	Y	0		
3716355	3716358		DOWN EAST TRAILER RENTALS	48 PORT CIRCLE	LITTLETON		NC	27850				N	0		
3716356	3716359		TRC TRUCKING INC	2400 DAVISTOWN RD	WENDELL		NC	27591			734629	Y	0		
3716357	3716360		FEDEX FREIGHT	P O BOX 840  DC2260 SAFETY	HARRISON		AR	72602			121805	Y	0		
3716358	3716361		K&G TRUCKING COMPANY INC	3848 CROUSE SCHOOL RD	CROUSE		NC	28033-9783				N	0		
3716359	3716362		BALTAZAR TRUCKING	430 CATHAY RD	WILMINGTON		NC	28412				N	0		
3716360	3716363		MCCLARY TRUCKING LLC	312 EDGECROFT WAY	FUQUAY VARINA		NC	27526			4808	Y	0		
3716361	3716364		DANIELS MOBILE SERVICE LLC	2709 LAWYERS ROAD WEST	INDIAN TRAIL		NC	28079			87741	Y	0		
3716362	3716365		AVERITT	P O BOX 3166	COOKEVILLE		TN	38502-3166			12114	Y	0		
3716363	3716366		CARROLL EDWARD GRADY	2395 O'BERRY RD	MOUNT OLIVE		NC	28365			315949	N	0		
3716364	3716367		SMOOTH TRANSPORT LLC	450 RIDGEWAY  WARRENTON RD	WARRENTON		NC	27589			942982	Y	0		
3716365	3716368		PAM TRANSPORT INC	P O BOX 188	TONTITOWN		AR	72770-9989			150496	Y	0		
3716366	3716369		EDGE GRADING AND HAULING LLC	27320 TROL RD	MARSTON		NC	28363			957256	N	0		
3716367	3716370		HARTT TRANSPORTATION SYSTEMS INC	262 BOMARC RD	BANGOR		ME	04401			151941	Y	0		
3716369	3716372		MACLEOD CONSTRUCTION INC	P O  BOX 320	DENVER		NC	28037				Y	0		
3716386	3716389		KNOXVILLE UTILITIES BOARD	445 S GAY ST	KNOXVILLE		TN	37902				X	0		
3716387	3716390		WASTE INDUSTRIES LLC	7320 CENTENNIAL BLVD	NASHVILLE		TN	37209				N	0		
3716388	3716391		PEED FAMILY ASSOCIATES LLC	202 SANDY KAY ROAD	BIG ROCK		TN	37023			752458	Y	0		
3716389	3716392		ROGERS GROUP INC	1008 S WASHINGTON	TULLAHOMA		TN	37388				N	0	S00000005894	TN
3716390	3716393		U S FREIGHT INC	4601 SOUTH 50TH ST STE 302	OMAHA		NE	68127			282084	Y	0		
3716391	3716394		GREEN TRUCKING INC	310 UNION AVE	BUCKEYE LAKE		OH	43008-0561			346708	Y	0		
3716392	3716395		DANIEL & GEORGETTE STEWART	125 GREENLEE ROAD	JOHNSON CITY		TN	37601			146795	Y	0		
3716393	3716396		CEVA LOGISTICS US INC	15350 VICKERY DRIVE	HOUSTON		TX	77032			152620	Y	0		
3716394	3716397		CDN LOGISTICS INC	317 W LAKE ST	NORTHLAKE		IL	60164			332177	Y	0		
3716395	3716398		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3716396	3716399		PASCHALL TRUCK LINES INC	3443 HIGHWAY  641 SOUTH	MURRAY		KY	42071			111485	Y	0		
3716397	3716400		LISK TRUCKING INC	6975 NC 742 N	WADESBORO		NC	28170			144790	Y	0		
3716398	3716401		TURBO TRANSPORT INC	293 STEWART ROAD	GRAYSVILLE		TN	37338			611267	Y	0		
3716399	3716402		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3716400	3716403		WASTE SERVICES OF TENNESSEE LLC	650 25TH ST NW STE 100	CLEVELAND		TN	37311			785258	Y	0		
3716401	3716404		PREMIUM REFRESHMENT SERVICE	4713 W BETHANY	NORTH LITTLE ROCK		AR	72117				Y	0		
3716410	3716413		C R ENGLAND INC	4701 W 2100 S	SALT LAKE CITY		UT	84120			124679	Y	0		
3716412	3716415		3WAY LOGISTICS LLC	2919 GALAHAD WAY	AUGUSTA		GA	30909			951931	Y	0		
3716413	3716416		ALL-STATE EXPRESS INC	121-I SHIELDS PARK DR	KERNERSVILLE		NC	27284			356772	Y	0		
3716414	3716417		EAGLE SYSTEMS INC	230 GRANT ROAD SUITE A1	EAST WENATCHEE		WA	98802-5912			157824	Y	0		
3716417	3716420		J A T OF FORT WAYNE INC	5031 INDUSTRIAL ROAD	FORT WAYNE		IN	46825			163876	Y	0		
3716418	3716421		TEX-LA LOGISTICS INC	2311 EUCLID AVE	BERWYN		IL	60402			929489	Y	0		
3716419	3716422		CTI	1155 EAST 54TH STREET	INDIANAPOLIS		IN	46220			421008	Y	0		
3716420	3716423		TAWD TRANSPORT LLC	8731 S WINCHESTER AVE	CHICAGO		IL	60620				Y	0		
3716422	3716425		M-N-R FARMS LLC	2404 HWY 215	BUFFALO		MO	65622			932613	Y	0		
3716423	3716426		J B HUNT	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0		
3716425	3716428		C-JAMS TRUCKING	282 HIGHWAY 31	SELLERSBURG		IN	47172			234975	Y	0		
3716426	3716429		ELS LLC	315 MOUND CITY RD	WEST MEMPHIS		AR	72301			153615	Y	0		
3716427	3716430		STRANGE TRUCKING LLC	5314 W 400 N	MARION		IN	46952			603298	Y	0		
3716428	3716431		STRANGE TRUCKING LLC	5314 W 400 N	MARION		IN	46952			603298	Y	0		
3716431	3716434		DIRECT DRIVE EXPRESS INC	11122 W ROGERS STREET	MILWAUKEE		WI	53227			271751	Y	0		
3716432	3716435		GDS EXPRESS INC	1270 HILBISH AVE	AKRON		OH	44312			234622	Y	0		
3716433	3716436		S T S TRANSIT INC	781 WEST LINCOLN HIGHWAY	UPPER SANDUSKY		OH	43351			344670	Y	0		
3716434	3716437		JTL CARRIERS LLC	9809 S FRANKLIN DRIVE SUITE 102	FRANKLIN		WI	53132			331128	Y	0		
3716435	3716438		FLASH FREIGHT SYSTEMS	5894 EIGHTH LINE	ARISS		ON	N0B 1B0			342097	Y	0		
3716436	3716439		MFS FLEET INC	4747 MCLANE PARKWAY	TEMPLE		TX	76504			196480	Y	0		
3716437	3716440		ITRCC	52551 ASH RD	GRANGER		IN	46530				N	0		
3716438	3716441		LUCKY 5 INC	721 PARKWOOD AVE	ROMEOVILLE		IL	60439			734101	Y	0		
3716439	3716442		KNEPP TRUCKING INC	70765 COUNTY ROAD 23	NEW PARIS		IN	46553			336037	Y	0		
3716440	3716443		KNEPP TRUCKING INC	70765 COUNTY ROAD 23	NEW PARIS		IN	46553			336037	Y	0		
3716441	3716444		R L CARRIERS	600 GILLAM ROAD	WILMINGTON		OH	45177			99074	Y	0		
3716442	3716445		CITIZENS ENERGY GROUP	2020 N MERIDIAN ST	INDIANAPOLIS		IN	46202				X	0		
3716444	3716447		FIRSTFLEET INC	202 HERITAGE PK DR	MURFREESBORO		TN	37129			193678	Y	0		
3716445	3716448		DFS	1400 CHEMIN LASALLE	JOLIETTE		PQ	J6E 0L8			286914	Y	0		
3716446	3716449		MYERS FAMILY TRUCKING LLC	86 E 400 S	TIPTON		IN	46072-9289				N	0		
3716447	3716450		JADAN TRANSPORT LLC	3903 RED DEER CIR	RANDALLSTOWN		MD	21133			49347	Y	0		
3716450	3716453		QUALITY FREIGHT LLC	1031 BONAVENTURE DRIVE	ELK GROVE VILLAGE		IL	60007			692744	Y	0		
3716451	3716454		J S MCCULLOUGH EXCAVATING LLC	7070 E CR 600 N	BAINBRIDGE		IN	46105				Y	0		
3716452	3716455		UHS	6625 W 78TH ST  SUITE 300	MINNEAPOLIS		MN	55439				Y	0		
3716453	3716456		CARMICHAEL TRUCK AND AUTOMOTIVE SERVICE INC	3950 FARMER AVE	BLOOMINGTON		IN	47403				N	0		
3716454	3716457		PRAXAIR INC	175 EAST PARK DRIVE	TONAWANDA		NY	14151-0044				Y	0		
3716455	3716458		CHRISTENSEN APIARIES	67314 M-40	WHITE PIGEON		MI	49099				Y	0		
3716456	3716459		KEITH A SPRINGMAN	5651 OLD PARIS RD	W TERRE HAUTE		IN	47885				N	0		
3716457	3716460		JACKIE A SCANLAND II	518 S CO RD 125 W	GREENCASTLE		IN	46135				N	0		
3716458	3716461		DONALD R WHITE	2731 WESTBROOK	INDIANAPOLIS		IN	46241				N	0		
3716459	3716462		DANICO TRUCKING INC	170 QUINCY CT APT C	BLOOMINGDALE		IL	60108			88377	Y	0		
3716460	3716463		CENTRAL TRI AXLE INC	11960 N HARTMAN DRIVE	EDINBURGH		IN	46124				N	0		
3716463	3716466		TJR EQUIPMENT LLC	3407 WEST DELPHI PIKE	MARION		IN	46952			387897	Y	0		
3716465	3716468		DISPATCH TRUCKING LLC	11121 E 270TH ST	ELKO		MN	55020			58840	Y	0		
3716466	3716469		JTF TRUCKING INC	134 LUND AVE S	GLYNDON		MN	56547			517488	Y	0		
3716467	3716470		GAALSWYK BROTHERS TRUCKING INC	511 2ND AVE SW	TRIMONT		MN	56176			881362	Y	0		
3716468	3716471		BROOKLYN CENTER SCHOOLS	6300 SHINGLECREEK PARKWAY	BROOKLYN CENTER		MN	55430				X	0		
3716469	3716472		HAROLD DICKEY TRANSPORT INC	401 EAST 4TH STREET	PACKWOOD		IA	52580			126473	Y	0		
3716470	3716473		PHIL GEIBE TRUCKING LLC	1104 SUNNYSIDE DRIVE	FARMINGTON		MN	55024				N	0		
3716471	3716474		WASTE MANAGEMENT OF MINNESOTA INC	W132N10487 GRANT DRIVE	GERMANTOWN		WI	53022				Y	0		
3716477	3716480		SD TRUCKING LLC,	3099 STRAWBERRY RIDGE DR	ARNOLD		MO	63010			690143	Y	0		
3716478	3716481		FLEMING AUTO CENTER INC	613 SE INDUSTRIAL DR	BLUE SPRINGS		MO	64014			681241	Y	0		
3716484	3716487		STERICYCLE INC	28161 NORTH KEITH DRIVE	LAKE FOREST		IL	60045				Y	0		
3716485	3716488		G & P TRUCK LINE INC	2520 WEST COLLEGE STREET	SPRINGFIELD		MO	65802			608037	Y	0		
3716488	3716491		FAITH CORPORATION	4111 MONTANA HWY 35	KALISPELL		MT	59901				Y	0		
3716489	3716492		DECKER TRUCK LINE INC	4000 5TH AVE S	FORT DODGE		IA	50501			59367	Y	0		
3716490	3716493		TRANSPORT INDIANA LLC	2311 S NAPPANEE ST	ELKHART		IN	46517			53442	Y	0		
3716736	3716739		EASTERN FREIGHT WAYS INC	212 BLACK HORSE LANE	NORTH BRUNSWICK		NJ	08902			196145	Y	0		
3716743	3716746		MJ TRANSPORT LOGISTICS LLC	69 WASHINGTON AVE	FALLS CREEK		PA	15840			588183	Y	0		
3718270	3718273		MR TRANSBORO INC	12 N ROUTE 9 W	CONGERS		NY	10920-2430				Y	0		
3718271	3718274		BENJAMIN FOODS	1001 SOUTH YORK RD	HATBORO		PA	19040			942467	Y	0		
3718272	3718275		RED HOOK C S D	7401 S BROADWAY	RED HOOK		NY	12571				X	0	S00000933577	NY
3718273	3718276		VANSANTIS DEV INC SYRACUSE NY	4595 MORGAN PL	LIVERPOOL		NY	13090			296470	Y	0		
3718274	3718277		SINGER HOLDING CORP	500 EXECUTIVE BLVD	ELMSFORD		NY	10523-1234				Y	0		
3718275	3718278		SAMUEL SWEARINGEN	4407 RIVER ROAD	PIFFARD		NY	14533				Y	0		
3718276	3718279		BI-LO INDUSTRIES INC AND STAR LUBE CENTER INC	145 BROOK AVE	DEER PARK		NY	11729-7204				Y	0		
3718277	3718280		TLATELPA TRUCKING INC	2263 28 STREET	ASTORIA		NY	11105				N	0		
3718278	3718281		FRONTIER CENTRAL SCHOOL	4432 BAYVIEW AVE	HAMBURG		NY	14075				X	0	S00000900941	NY
3718281	3718284		JOSE WILLIAM SIGUENZA	1247 N ROSALIND AVE	RIALTO		CA	92376			591028	Y	0		
3718282	3718285		COCA-COLA BOTTLING COMPANY UNITED INC	4600 EAST LAKE BLVD	BIRMINGHAM		AL	35217				Y	0		
3718283	3718286		T C I TRUCKING	3900 FRANCE ROAD PKWY	NEW ORLEANS		LA	70126			213682	Y	0		
3718284	3718287		DART TRANSIT COMPANY	800 LONE OAK ROAD	EAGAN		MN	55121			114457	Y	0		
3718285	3718288		PANHANDLE TRUCKING & BROKERAGE INC	108 CLUBVIEW	DEXTER		NM	88230			633370	Y	0		
3718286	3718289		MAC DADDY EXPRESS LLC	350 MIDDLEGROUND RD	WAYNESBORO		GA	30830			92518	Y	0		
3718287	3718290		SWIFT TRANSPORTATION CO OF ARIZONA LLC	2200 S 75TH AVE	PHOENIX		AZ	85043			136818	Y	0		
3718288	3718291		MITCHELL GROCERY CORP	550 RAILROAD AVENUE	ALBERTVILLE		AL	35950-0370				Y	0		
3718289	3718292		GOLDEN LOGISTICS INC	34595 HWY 25 N	GOLDEN		MS	38847			807970	Y	0		
3718290	3718293		HOLLISTER INVESTMENTS INC	56 MIDTOWN PARK WEST	MOBILE		AL	36606			276619	Y	0		
3718291	3718294		CST LOGISTICS	139 N 1ST STREET	WILTON		AR	71865			734548	Y	0		
3718292	3718295		B & T PALLET INC	14314 LAWRENCE RD	LITTLE ROCK		AR	72206-5658			200690	Y	0		
3718293	3718296		J GENIS TRUCKING LLC	719 ROYAL PALM	LAREDO		TX	78045			938443	Y	0		
3718294	3718297		BUCHANAN HAULING & RIGGING INC	4625 INDUSTRIAL ROAD	FORT WAYNE		IN	46825			306359	Y	0		
3718295	3718298		CHIEFSEAHAWK TRANSPORT	1434-38 PIKE AVE	NORTH LITTLE ROCK		AR	72114			322992	Y	0		
3718296	3718299		MOEN TRUCKING LLC	2927 445TH AVE	GRAETTINGER		IA	51342			904287	Y	0		
3718297	3718300		MADISON COUNTY	PO BOX 37	HUNTSVILLE		AR	72740				X	0		
3718298	3718301		COLONIAL FREIGHT SYSTEMS INC	10924 MCBRIDE LN	KNOXVILLE		TN	37932-3221			115841	Y	0		
3718299	3718302		CDC TRANSPORTATION INC	13045 CAIRO LN	OPA LOCKA		FL	33054			570808	Y	0		
3718354	3718357		BROWARD COUNTY BOARD OF COUNTY COMMISSIONERS	115 S ANDREWS AVE RM #503	FT LAUDERDALE		FL	33301				X	0		
3718356	3718359		FLORIDA FALLS ENTERPRISES INC	3107 SE GLASGOW DR	STUART		FL	34997				Y	0		
3718357	3718360		LIFEGUARD AMBULANCE SERVICE OF LOUISIANA LLC	4340 AVALON BOULEVARD	MILTON		FL	32583				N	0		
3718358	3718361		SCHNEIDER NATIONAL CARRIERS INC	PO BOX 2545	GREEN BAY		WI	54306-2545			133655	Y	0		
3718359	3718362		PIKE ELECTRIC LLC	P O BOX 868	MT AIRY		NC	27030				Y	0		
3718360	3718363		NEW BERN TRANSPORT CORPORATION	1111 WESTCHESTER AVENUE	WHITE PLAINS		NY	10604			321263	Y	0		
3718361	3718364		KENNY GANGA TRUCKING LLC	3695 OLD DELAND RD	DAYTONA BEACH		FL	32124				N	0		
3718364	3718367		E & BP TRUCKING INC	PO BOX 42	IMMOKALEE		FL	34143				N	0		
3718365	3718368		WOOL PLUMBING SUPPLY	12782 WESTLINKS DRIVE	FT MYERS		FL	33913				N	0		
3718366	3718369		GREEN WAVE ENTERPRISES LLC	310 EAST 57 ST	HIANLEAH		FL	33013				N	0		
3718367	3718370		SAM'S FREIGHT SYSTEM INC	952 E 31 ST	HIALEAH		FL	33013			407458	N	0		
3718368	3718371		COCA-COLA BOTTLING COMPANY UNITED INC	P O BOX 2006	BIRMINGHAM		AL	35201				Y	0		
3718369	3718372		YUSMANY GARCIA	9504 PACES FERRY DR	TAMPA		FL	33615				N	0		
3718370	3718373		MOISES ARGUELLES	10938 VILLAGE BEND LANE	HOUSTON		TX	77092				Y	0		
3718371	3718374		SWIFT LEASING CO LLC	2200 S 75TH AVE	PHOENIX		AZ	85043			136818	Y	0		
3718372	3718375		BAKER COUNTY SCHOOL BOARD	392 S BLVD E	MACLENNY		FL	32063				X	0		
3718373	3718376		KENAN TRANSPORT	4366 MT PLEASANT ST NW	N CANTON		OH	44720			124306	Y	0		
3718375	3718378		PUMPCRETE AMERICA INC	161 COMFORT RD	PALATKA		FL	32177				Y	0		
3718376	3718379		UPS FREIGHT	1000 SEMMES AVE	RICHMOND		VA	23218-1216			109533	Y	0		
3718377	3718380		P & A TRANSPORT CORP	60 EAST 3 ST 804	HIALEAH		FL	33010				N	0		
3718378	3718381		INLAND CONSTRUCTION AND EQUIPMENT INC	309 EAST 11TH STREET	PANAMA CITY		FL	32401				Y	0		
3718380	3718383		GARDA CL SOUTHEAST INC	2000 NW CORPORATE BLVD	BOCA RATON		FL	33431-7304			291850	Y	0		
3718381	3718384		SOUTH FLORIDA TRADING CORP	9387 NW 13 ST	MIAMI		FL	33172				N	0		
3718382	3718385		QUIKRETE	5 CONCOURSE PARKWAY SUITE 1900	ATLANTA		GA	30328			231782	Y	0		
3718384	3718387		MICHEL TRUCKING CORP	9703 KINGSBURGH CT	TAMPA		FL	33615				N	0		
3718386	3718389		REPUBLIC SERVICES OR ALLIED WASTE SERVICES	18500 NORTH ALLIED WAY	PHOENIX		AZ	85054				Y	0		
3718389	3718392		RICHARD KENDA FARMS	1961 MADISON HWY	VALDOSTA		GA	31601				Y	0		
3718393	3718396		ERC	5501 NW 36 AVE	MIAMI		FL	33142			911215	N	0		
3718300	3718303		JOHN LITTLE	5842 MILLER COUNTY 306	TEXARKANA		AR	71854				N	0	S00000025716	AR
3718301	3718304		PIEDMONT NATIONAL CORPORATION	P O BOX 20118	ATLANTA		GA	30325-0118				Y	0		
3718302	3718305		ROGERS CARTAGE CO	611 S 28TH STREET	MILWAUKEE		WI	53215			64932	Y	0		
3718303	3718306		AJR TRUCKING SERVICES LLC	16745 CAGAN CROSSING BLVD STE 102	CLERMONT		FL	34714				N	0		
3718305	3718308		INDIVIDUAL	UNKNOWN	UNKNOWN		UK	99999				X	0		
3718306	3718309		THE KING'S ACADEMY	4215 CHERRY ROAD	WEST PALM BEACH		FL	33409				N	0		
3718307	3718310		KM GEORGIA	3450 BRECKINRIDGE BLVD APT 501	DULUTH		GA	30096			23068	Y	0		
3718308	3718311		GEO LOGISTICS LLC	28351 GRATIOT AVE SUITE 12	ROSEVILLE		MI	48066			843203	Y	0		
3718309	3718312		M C I EXPRESS	11320 NW 112 CT	MEDLEY		FL	33178			186356	Y	0		
3718310	3718313		J B HUNT TRANSPORT INC	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0		
3718311	3718314		XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR		MI	48105-2751			165377	Y	0		
3718315	3718318		MDLC SERVICES LLC	403 ALPHANO ROAD	GREAT MEADOWS		NJ	07838			918413	Y	0		
3716712	3716715		ROAD WOLVES INC	75 EXECUTIVE DR SUITE 347	AURORA		IL	60504			644319	Y	0		
3716713	3716716		MEC CONSTRUCTION	70 GUM SPRINGS ROAD	MORGANTOWN		WV	26508				Y	0		
3716732	3716735		TVD TRANSPORT	451 FRELINGHUYSEN AVE BLDG 1	NEWARK		NJ	07114-1426				Y	0		
3716689	3716692		BIG'S SANITATION INC	4859  STATE ROUTE 51 NORTH	BELLE VERNON		PA	15012				N	0		
3718316	3718319		COPEY TRANSPORT SERVICE CORP	6940 SW 26 ST	MIRAMAR		FL	33023			751971	Y	0		
3718317	3718320		WILD EAGLE TRANSPORT INC	164 SW PEACOCK BLVD #207	PORT ST LUCIE		FL	34986				N	0		
3718319	3718322		THE MARTIN-BROWER COMPANY	6250 NORTH RIVER ROAD SUITE 9000	ROSEMONT		IL	60018			173515	Y	0		
3718320	3718323		LJ CARRIERS INC	6274 SLACK STREET	PEA RIDGE		AR	72751			837844	Y	0		
3718321	3718324		BLACK HORSE CARRIERS INC	455 KEHOE	CAROL STREAM		IL	60188-1860			359207	Y	0		
3718322	3718325		ROADRUNNER INTERMODAL SERVICES LLC	700 WESTPARK DR  SUITE 250	PEACHTREE CITY		GA	30269			294830	Y	0		
3718323	3718326		LA TRUCKING INC	23935 NW 63RD AVE	LAWTEY		FL	32058			915226	Y	0		
3718324	3718327		LONGWOOD LOGGING LLC	10011 NW HIGHWAY 225A	OCALA		FL	34482-1268				Y	0		
3718325	3718328		HOUSEWRIGHT FAMILY TRUCKING	125 MOUNT MITCHELL RD	CHURCH HILL		TN	37642			938194	Y	0		
3718327	3718330		KITTERMAN AND SONS TRUCKING LLC	PO BOX 9432	DAYTONA BEACH		FL	32120				Y	0		
3718328	3718331		INDIVIDUAL	UNKNOWN	UNKNOWN		UK	99999				X	0		
3718331	3718334		SOUTHEAST TRANSPORTATION SYSTEMS INC	9985 PRITCHARD ROAD	JACKSONVILLE		FL	32219			388786	Y	0		
3718332	3718335		CENTRAL FLORIDA REGIONAL TRANSPORTATION AUTHORITY	455 N GARLAND AVE	ORLANDO		FL	32801				X	0		
3718333	3718336		TGT INC	15720 BRIXHAM HILL AVE STE 300	CHARLOTTE		NC	28277				Y	0		
3718334	3718337		GULF COUNTY WRECKER SERVICE	6120 HIGHWAY 22	PANAMA CITY		FL	32404			648772	Y	0		
3718339	3718342		BUDGET TRUCK RENTAL LLC	3301 S MERIDIAN	OKLAHOMA CITY		OK	73159				Y	0		
3718340	3718343		IVETIC TRUCKING INC	1060 BELLE AVE	WINTER SPRINGS		FL	32708				N	0		
3718341	3718344		OSVALDO MADRUGA	1084 W 66TH ST	HIALEAH		FL	33012				N	0		
3718342	3718345		RYDER	11690 NW 105 ST 1E	MIAMI		FL	33178				Y	0		
3718344	3718347		RAFAEL J DIAZ	9710 SW 127 AVE	MIAMI		FL	33186				N	0		
3718345	3718348		MIAMI RESCUE MISSION INC	2159 NW 1ST CT	MIAMI		FL	33127				N	0		
3718346	3718349		J & JB TRANSPORTS LLC	4803 CHESNEY STREET	CONCORD		NC	28027			877827	Y	0		
3716802	3716805		GURNEY TRUCKING INC	2250 NORTH HIGHWAY 260	AURORA		UT	84620			346155	Y	0		
3718347	3718350		MAURIL O CRUZ	27939 EDITH LANE	BONITA SPRINGS		FL	34135				N	0		
3718348	3718351		WASTE PRO OF FLORIDA INC	2101 WEST SR 434 STE 305	LONGWOOD		FL	32779				Y	0		
3718349	3718352		ADVANCED DISPOSAL SERVICES	90 FORT WADE ROAD SUITE 200	PONTE VEDRA		FL	32081				Y	0		
3718351	3718354		ABC SUPPLY CO INC	ONE ABC PARKWAY	BELOIT		WI	53511-4466				Y	0		
3718352	3718355		SCHOOL BOARD OF BROWARD COUNTY	3895 NW 10 AVE	FORT LAUDERDALE		FL	33309				X	0		
3713505	3713508		HALF PRICE TOUR TICKETS	1657 WASHINGTON AVENUE	MIAMI BEACH		FL	33139				N	0		
3713510	3713513		MARTAINER INC	11000 NW 29TH ST	DORAL		FL	33172			190974	Y	0		
3713520	3713523		RYDER	11690 NW 105 ST 1E	MIAMI		FL	33178				Y	0		
3713238	3713241		GEORGE C HALL & SONS INC	PO BOX 506	ROCKLAND		ME	04841				N	0		
3713239	3713242		CROOKER CONSTRUCTION LLC	PO BOX 5001	TOPSHAM		ME	04086				Y	0		
3713243	3713246		TOWN OF NORWAY	19 DANFORTH ST	NORWAY		ME	04268				X	0	S00000001453	ME
3713246	3713249		PINE TREE WASTE INC	87 PLEASANT HILL RD	SCARBOROUGH		ME	04074				Y	0		
3713247	3713250		J & S OIL CO INC	PO BOX 8	MANCHESTER		ME	04351			723119	Y	0		
3713248	3713251		WILLIAM T GARDNER & SONS INC	PO BOX 189	LINCOLN		ME	04457				Y	0		
3713250	3713253		MAINE DEPARTMENT OF TRANSPORTATION	26 STATE HOUSE STATION	AUGUSTA		ME	04333				X	0	S00000000081	ME
3713252	3713255		PARISO LOGISTICS INC	3649 RIVER ROAD	TONAWANDA		NY	14150			746111	Y	0		
3713536	3713539		SUNSHINE CITRUS HARVESTING	3038 BEECHWOOD CIR	LABELLE		FL	33935				N	0		
3713430	3713433		CDIC	5151 BROOK HOLLOW PKWY SUITE 225	NORCROSS		GA	30071			875106	Y	0		
3713743	3713746		MCCLELLAND TRUCKING CO	4485 AURANTIA RD	MIMS		FL	32754			794570	N	0		
3713783	3713786		MC MARTIN TRANSPORT INC	743 OAK MANOR CIRCLE	ORLANDO		FL	32825			748296	Y	0		
3713586	3713589		SHENANDOAH GENERAL CONSTRUCTION COMPANY	1888 NW 22ND STREET	POMPANO BEACH		FL	33069				N	0		
3713459	3713462		JACKSONVILLE TRANSPORTATION AUTHORITY	121 W FORSYTH ST STE 200	JACKSONVILLE		FL	32202				X	0		
3713552	3713555		BROWARD COUNTY BOARD OF CTY COMMISSIONERS	3201 W COPANS RD	POMP BCH		FL	33069				X	0		
3713553	3713556		SPECTRUM TREE & LANDSCAPING SERVICES INC	1830 N UNIVERSITY DR # 305	PLANTATION		FL	33322				N	0		
3713561	3713564		RBM CONTRACTING SERVICES LLC	15199 BUSINESS HIGHWAY 331	FREEPORT		FL	32439			882816	N	0		
3713673	3713676		CAREGAN TRANSPORT INC	320 NORTH 8TH STREET	RICHMOND		IN	47374			277411	Y	0		
3713674	3713677		BG XPRESS LLC	1479 MEMPHIS JUNCTION ROAD	BOWLING GREEN		KY	42101			510109	Y	0		
3713253	3713256		ROYAL COACH LINES INC	1010 NEPPERHAN AVENUE	YONKERS		NY	10703-1740			139888	Y	0		
3713258	3713261		HOGAN DEDICATED SERVICES LLC	85 CORPORATE WOODS DRIVE	BRIDGETON		MO	63044			458854	Y	0		
3713259	3713262		TRANSCO INC	4747 MCLANE PARKWAY	TEMPLE		TX	76504			441241	Y	0		
3713260	3713263		JOE BRITT INC	305 RUSHMORE AVE	CARLE PLACE		NY	11514				N	0		
3713261	3713264		D P PRODUCE INC	4 WINTER LANE	MT SINAI		NY	11766				N	0		
3713262	3713265		SPOT BY HIRSCHBACH	2460 KERPER BLVD	DUBUQUE		IA	52001			117686	Y	0		
3713265	3713268		BURRIS REFRIGERATED EXPRESS INC	501 SE FIFTH ST	MILFORD		DE	19963			341142	Y	0		
3713266	3713269		SHENENDEHOWA CENTRAL SCHOOL	970 ROUTE 146	CLIFTON PARK		NY	12065				X	0	S00000900226	NY
3713267	3713270		MORRISSEY'S HORSE PULLMANS INC	569 ROUTE 22	PAWLING		NY	12564			109502	Y	0		
3713271	3713274		MR BULT'S INC	2627 E 139TH ST	BURNHAM		IL	60633			290960	Y	0		
3713272	3713275		ALLEGANY COUNTY DPW	7 COURT STREET  RM 210	BELMONT		NY	14813				X	0		
3713273	3713276		GALWAY CENTAL SCHOOL DISTRICT	5317 SACANDAGA RD	GALWAY		NY	12074				X	0		
3713274	3713277		JEFF CONIBER TRUCKING LLC	8738 NORTH ST RD	LEROY		NY	14482				N	0		
3713275	3713278		COWAN SYSTEMS LLC	4555 HOLLINS FERRY ROAD	BALTIMORE		MD	21227			271882	Y	0		
3713276	3713279		COPAKE-TACONIC HILLS CENTRAL SCHOOL DISTRICT	73 COUNTY ROUTE 11A	CRARYVILLE		NY	12521				X	0	S00000967714	NY
3713316	3713319		STATEWIDE TRANSPORT INC	12047 OLD BATON ROUGE HWY	HAMMOND		LA	70403			215091	Y	0		
3713317	3713320		DELTA CARTAGE LLC	400 WEST MCHANEY	BLYTHEVILLE		AR	72315			794479	Y	1		
3713318	3713321		MADARIS TRANSPORTATION LLC	100 W COLUMBIA ST 110	SCHUYLKILL HAVEN		PA	17972			369434	Y	0		
3713319	3713322		LEDBETTER ENTERPRISES	119 DEER RIDGE ROAD	BONNERDALE		AR	71943				N	0	S00000025676	AR
