Insp_Violation_ID	Supp_Desc
222104633	Suspended in Wisconsin for Child support dated 5/22/18 - 7/7/18. 608-266-2261 phone number for DMV
222104655	Audible air leak not at a proper connection.  The emergency side thermo plastc glad hand hose has a hole/split near the trailer side spring.
222104656	Washer fluid is inop/empty
222104657	Left tail lamp is inop at the rear of the tractor.
222104659	Mutliple ID and clearance lamps at the top of the trailer are missing/broken off.
222104661	Missing the hub cover axle 4 left side allowing an open view into the hub and bearings.
222104662	The driver does not have a valid driver's license.
222104668	Axle 3 LS
222104673	Pickup is licensed with a passenger car plate in a commercial application.  Coomercial plates required for weight.
222104675	Left turn signal inop at the rear of the trailer at the time of stop.  Driver indicated it does that sometimes when it is cold / wet
222104680	Axle 4 LS
222104691	Right and left ID lamps at the front of the box are inop.
222104693	Triangles required.
222104694	Washer fluid is inop
222104717	old DOT # still displayed,
222104719	reg gvw 19000lbs; weighed 29000lbs gross
222104720	Measured 1/32 across major tread grooves at two separate locations on tire; axle 4 right side inside dual
222104736	intersecting cracks in windshield, drivers side
222104737	audible air leak at gladhand connection on front of trailer 1.  Truck able to maintain pressure
222104785	No fire extinguisher present in vehicle
222104788	Driver is not keeping a record of duty status from Driggs, ID to Helena, MT and back.
222104807	No company name or US DOT number on right or left side of truck
222104808	No fire extinguisher
222104809	No warning devices
222104860	At time of inspection, Truck-tractor dash ABS lamp remains continuously lit while key is in the "ON" position.
222104871	NONE
222105033	Suspended in TX REF# 21000197. Code W00 suspended on 12/6/18
222105034	Suspended in LA REF# 007897329
222105247	Required when in combination with any trailer.
222105248	registered for 10,000 # actiual is 18,000
222105250	SUSPEND FAIL TO APPEAR/COMPLY
222105252	False Log on 1/3/2019
222105257	Left Axle #2 inside
222105261	PLATE LIGHT
222105267	NOT PROPERLY CONNECTED
222105272	Expired 08/18
222105276	expired 12-2018.
222105279	on an axle.  Axle group 3 is allowed 34,000 lbs., weighed 39,460 lbs..
222105286	Legal Tandem Weight 34,000 lbs  Actual Tandem Weight 35,520 lbs  (Has an APU)
222105287	58 mph in a 40 mph zone
222105288	DRIVER FAILED TO OBEY A REGULATORY SIGN AND BYPASSED THE BRAKE CHECK
222105294	air and vehicle not working
222105296	3 left side 2 1/4
222105298	3 right side 2 1/2
222105299	left side
222105302	steer axle left side no push rod movement when brakes applied
222105304	axle # 4 left side
222105305	axle # 4
222105309	failure to obey traffic control device ( driver passed brake check area ) scales at Perry port empty showed 20,100 lbs
222105316	Driver failed to have e-log instuctions.
222105317	Left side
222105320	Air reserve tank, left side under driver. Large thermoplastic green hose, quick connect leaks continuously. Able to maintain.
222105324	12/27,29,30,31/2018 - 1/2,3-2019
222105325	12/27,29,30,31/2018 - 1/2,3/2019
222105354	Side windows tinted.
222105355	License plate not affixed.
222105363	Sticker not legeable
222105364	Sticker not legeable
222105365	Axle # 1 left air hose cut where it meets brake chamber. Cords not damaged.
222105366	Axle # 3 left inside of brake drum rusted, brake shoe not making contact.
222105374	Driving beyond 11 hour driving limit in a 14 hour period on 1/3/2019
222105376	axle #2 leftside @ leveler valve
222105394	Rs / Ls Axle # 5 both measured 2 1/4"
222105398	Rs Axle # 3 measured 2 1/8"
222105400	Violation(s) of 395.8 drv fails dl # , trl # , shipping docs not showing in header, drv fails to show on duty load, unload, paperwork,reflect off and sb correctly
222105401	long form exp 02/2018 no current sticker
222105409	Operating in violation of oversize permit. 57' trailer operating on a secodary route not listed on permit.
222105411	8'6" rear overhang- no oversize permit.  (Required after 6' leanth)
222105415	7.5 % light transmittance on side window,  tint on lower part of windshield, tint below AS 1 line
222105416	Rear tires beyond fenders
222105417	Left rear clearance lamp
222105419	16' leanth of cargo (metal frame)  only had 1 tide down, needed 3
222105430	Axle #4 / Both sides / Hoses going into brake can / Right side hose chaffed in two places
222105431	Leak coming from emergency side gladhand  hook when disconnected from trailer on trailer
222105434	: Trailer tandem axles overweight at 34800 lbs. Allowed 34000 lbs.
222105435	False Log on 1/3/2019. Failure to note change of duty status in Salt Lake City, UT at delivery
222105445	gladhand line chaffing against ladder sitting on deck. Is freying inner ply.
222105446	from black thermal plastic tube in engine housing before driver where tube connects to butt end connector.
222105448	defective left side center marker light.
222105458	Rock falling out of bed on right side - load above side - Rocks on/in hitch area and misc mud/dirt rock loose on battery box
222105459	No rear plate as required
222105460	No valid proof - card provided expired 10/27/18
222105464	Onboard recording device info not available on 1/3/2019
222105466	E-brake does not hold vehicle as required during test
222105469	Or area of gearbox - puddle forms on ground
222105473	Front and interm side markers inoperable both sides
222105474	Several locations where tape has peeled off
222105477	By rule under 1/2 inflated - # 4 left inner 10 psi - calls for 80 psi
222105482	Registered weight must be displayed on each side of vehicle = GVW 18,000
222105484	Batteries not properly secured as required
222105485	RR brake light inoperable
222105489	Speedo bounces all around with vehicle parked - Driver states that it sometimes works
222105496	Strange issues with lighting - turn signals flash very dim- both at same time or opposite - No brakle lights w/ tail lights on - marker lights flash w/ turn sign
222105502	failed to signal turn
222105507	Front left steer tire
222105515	DRIVER ALWAYS OPERATES FROM SEATTLE TO PORTLAND (OUTSIDE 100 AIR MILES), NO TIME CARDS (ONLY PAPER LOGS).
222105516	LOG BOOK NOT COMPLETED FOR 12/31/18-01/01/19.
222105517	RCW 46.16A.180.1 - FAILURE TO CARRY/DISPLAY VEHICLE REGISTRATION.
222105523	missing battery cover
222105524	Axle 2 P/S outer tire 20psi/100psi valve leaking
222105525	1,600lbs over legal weight on tandem axles
222105544	Log not Current on 01/04/2019 09:42 AM; DRIVER FAILED TO START HIS LOGBOOK AT TIME OF INSPECTION.
222105570	BRAKE LIGHTS NOT RED AS REQUIRED, AMBER IN COLOR
222105579	NO IRP WHEN GVWR 35,000LBS
222105585	NO VALID PROOF OF TRAILER REGISTRATION AVAILABLE FOR DISPLAY.
222105591	DRIVER FAILED TO STOP AT THE STOP SIGN BEFORE PROCEEDING OVER THE SCALE PADS.
222105592	DRIVER/CO-DRIVER SAID THEY HAVE NO ELD PAPERWORK AVAILABLE.
222105595	TRUCK REGISTRATION NOT VALID. UNSIGNED.
222105597	2 OF 2 BRAKE LAMPS INOPERATIVE ON TRAILER.
222105606	Operating a CMV without a CDL on 01/04/2019
222105611	RCW 46.20.021.1 - FAILURE TO INITIALLY OBTAIN A WASHINGTON DRIVERS LICENSE. +60 DAYS.
222105612	RCW 46.16A.180.1 Fail to display current vehicle registration
222105614	No company name or company USDOT number displayed. Truck leased on 082018.
222105634	43 MPH in a 35 MPH Zone
222105635	No Periodic Inspection Report
222105645	Registration expired on 12-31-2018 on YAGJ483
222105647	Missing signature on truck registration.
222105651	Fail to carry tire traction devices. 0 out of 4 on 2 axle combination. WAC 204-24-050.
222105652	Driving a CMV wthout proof of insurance.
222105653	Fail to carry tire tractions devices. 6 out of 7 on 5 axle combination. WAC 204-24-050
222105655	NO PERIODIC INSPECTION
222105660	Wrong carrier name, usdot number listed on sides of power unit,-has rental company info on sides-lease started 6/8/18
222105663	SPEED CHECKED AT 69 MPH IN A POSTED 60 MPH SPEED ZONE
222105667	TRAILER PLATE COMPLETELY UNREADABLE
222105674	LF clearence lamp on bed INOP
222105679	FIRE EXTINGUISHERS UNSECURED UNDER SLEEPER
222105680	KEEP TRUCKING ELD
222105685	Inoperative driver's side turn signal
222105686	Unsecured fire extinguisher
222105688	Missing 1 of 4 retro-reflective sheeting on back of cab
222105689	2 of 2 air bags deflated on axle 5
222105690	Wheel cracked on axle 4 on driver's side
222105693	Driver failed to correct defects from previous inspection on 12-21-2018
222105709	failure to obey traffic sign directing driver to lane 1
222105710	air leak at air can axle 2 left on tt
222105711	failed to display the required number of tire chains, req 9 has 6
222105715	none
222105718	In violation of registration restrictions of not towing trailer over 10,000gvwr. Trailer towed is 14,000gvwr
222105722	Fail to correct Black on black USDOT# warned on inspection WAW726001178
222105724	Axle 8 D/S hub oil low
222105727	Trip permit not completed missing VIN#, only one day is blocked out, licence number written in wrong box.
222105729	D/S rear mud flap does not cover both tires to center of rear axle.
222105733	Batterys are not properly secured only held in with bungee cord.
222105734	Over legal weight on 3 axle spacing.
222105738	over legal weight on tandem trailer axles.
222105741	not listed at time of stop
222105745	expired 11/2018
222105753	missing rear license plate
222105756	numerous signs posted no truck parking.
222105757	2 prior warning to carrier for not displaying
222105759	Fail yield right of way, unsafe lane change.
222105762	Over legal gross weight.
222105765	Violation(s) of 395.15(i)(5)(i) NO TOTAL DRIVE HOURS DISPLAYED FOR DATE OF INSPECTION
222105766	NO 2019 MCS-90
222105767	NO 2019 COPY OF MCS-90
222105768	Both sides inop.
222105788	Driver could not find instructions at time of inspection.
222105834	Carrier is Displaying DOT 915938 & not USDOT 3915938 as Required. Also Marked CMC & not proper Carrier name Central Moldings Corp as req. Repeat Viol 9/10/2018
222105860	Reverse Lamps are out But Audible signal is working.
222105869	drive shaft yoke loose at center bearing carrier.  can be moved with hand pressure
222105870	USDOT's faded off CMV both sides. Most #'s unreadable.
222105883	STEERING AXLE LEFT SIDE INNER SIDE OF TIRE MEASURED 2/32" TREAD DEPTH.
222105886	TRUCK HAS MULTIPLE OIL LEAKS UNDER ENGINE COMPARTMENT.
222105887	PASSENGER SIDE MOUNTED TURN SIGNAL INOPERATIVE.
222105959	Fire ext not mounted.
222105969	No Log on 01/03/2019. DRIVER DID NOT HAVE A LOG BOOK.
222105974	LEFT SIDE SAFTEY CHAIN NOT ATTACHED TO UNIT#1
222105976	AXLE #4 LEFT SIDE INSIDE DUAL FLAT
222105977	AXLE #3 LEFT SIDE INSIDE DUAL HAD NO TREAD
222105980	REGISTRATION LAMP INOP.
222105981	UNIT#1 DID NOT HAVE A IFTA STICKER
222105983	UNIT#1 REGISTRATION EXPIRED 12/31/18
222105984	PMC 1332  REGISTRATION PLATE WAS NOT CLEARLY VISIBLE, BLOCKED BY FRAME STRUCTURE
222106003	axle two allowed 14706 lbs, actual 16100 minus 3%(483) equals 911 lbs. overweight.
222106007	none available during inspection.
222106009	expired 12/31/2018.
222106014	not covered.
222106017	axle two right side duals allowed 4,940 lbs., actual 6,500 lbs. , overweight 1.560 lbs.
222106019	see njsp0s002404 from 6/16/2018 with same windshield and usdot display violations.
222106054	operating vehicle with rear door up.
222106080	Driver not wearing seatbelt while operating CMV
222106086	No washer fluid in reservoir at time of inspection
222106143	Exhaust leak under cab at flex tubing connection.
222106144	Front driver windshield is cracked with intersection lines at drivers view.
222106153	ABS lamp inoperative at instrument panel.
222106154	Axle 2 right side outer tire.
222106158	Inoperable right high beam.
222106159	Wipers inoperative.
222106162	Inoperable front right clearance lamp.
222106166	ABS malfunction lamp on power unit stays lit with key in "ON" position.
222106169	missing left and right side markers.
222106171	AUTOMATIC SLACK ADJUSTERS NEEDS TO BE REPLACED AT AXLE#3, DRIVER AND PASSENGER SIDE
222106175	NORMA OFICIAL MEXICANA NOM-068-SCT-2-2000--OPERATING A CMV WITHOUT PROOF OF MEXICO ANNUAL INSPECTION
222106180	Oil leak at axle 3 left side inner hub.
222106181	Axle 3 left side inner tire has 50% or less of the maximum inflation pressure marked on the tire sidewall. Measured 20 psi/ marked 110 psi.
222106184	Front right side clearance lamp.
222106185	Oil leaks at steering box.
222106189	L/S Drag link has looseness at threaded joint
222106193	oil filter leaking.
222106194	exhaust leak at clamp before the muffler, behind cab.
222106195	audible air leak at relay valve, between axle 2 and 3 right side.
222106198	AXLE#2, DRIVER INNER SIDE AND PASSENGER OUTER SIDE
222106201	Inoperable ABS indicator on CMV (light stays on).
222106204	front, right side, side-marker
222106206	damaged/crimped brake air tube to regulating valve (valve mounted on the left side of adjustable axle, fwd of axle 4). Tube gets crimped when axle handle is used.
222106209	TX5B1D0WHF77 dated Oct 30, 2018 on 393.78 wash system.
222106210	rear license plate lamp
222106213	crossmember bar under fuel tanks loose, could fall onto roadway (missing multiple mounting bolts)
222106216	All Stop Lamps are Inoperative
222106221	Ref: 172.519-Rear placard is deteriorated (faded) no longer performing designed function.
222106223	recap becoming undone from tread.  Right side, axle 5, inside and outside tires
222106224	No proof of current SCT NOM-68 inspection decal/report.
222106226	TX5B1D0WHF77 dated Oct 30, 2018 on 396.17 violation.
222106228	axle 2 diffrential oil leak.
222106232	spair tire unsecured at time of inspection.
222106236	audible air leak at a proper connection, air hose at relay valve axle 1 left side.
222106243	air dryer leaking oil.
222106246	vehicle has no functional ABS system.
222106249	air reservoir (tank) with two of four fasteners loose, above axle 4.
222106250	rear right side ID lamp.
222106259	leak at gearbox.
222106262	right and left clevis pin missing cotter pins. clevis pins about to fall off.
222106263	Inop ABS lamp for TRLR on inst panel.
222106266	Audible air leak at glad hand.
222106267	MCS-90 and insurance unavailable at time of inspection.
222106272	loose air chamber support bracket @ left axle 2, part of 20 % criteria.
222106275	right front head lamp inoperable.
222106281	at left inside axle 3 @ 20psi; less than 50% of regulated air pressure of 120psi.
222106282	leaking fluid from reservoir and hoses.
222106284	audible air leak @ relay valve above axles 2 & 3 (able to maintain air pressure).
222106316	Axle #4- Leftside- Type Clamp 30- pushrod maximum travel allowed is 2 inches- pushrod travel measured at 2 1/4 of inch
222106336	2 of 3 required ID lamps above cab are inoperative, left and right side.
222106337	Windshield wiper system has no fluid.
222106340	Battery installation not covered by a fixed part of the motor vehicle or protected by by a removable cover or enclosure.
222106342	Tire has 50 percent or less of the maximum inflation pressure marked on the tire sidewall at axle 3/left side, inner tire 50/120 PSI.
222106344	Right side hood latch not secure.
222106345	Exhaust leak at front flex pipe under the cab, right side.
222106346	Power steering leaking fluid/oil at gear box, dripping.
222106348	Right side turn signal inop.
222106352	exhaust leak at clamp.
222106356	Audible air leak at inside panel when brakes are applied
222106357	Windshield washer system- No fluid
222106361	Front right low-beam head lamp is opeque
222106365	Oil leaks on engine and axle #3.
222106368	Power steering reservoir hoses leaking fluid.
222106370	ABS Lamp inoperable.
222106373	Brake-Out of Adjustment, Axle #2 left side, Chamber type Clamp, Size T-30, maximum pushrod travel allowed 2"in., measured 2-3/4"in.
222106375	Brake out of adjustment Axle #3 right side, Chamber type long stroke size L-30, maximum pushrod travel allowed 2-1/2"in., measured 2-3/4"in.
222106381	exhaust leak at clamp.
222106382	Engine oil leak
222106386	Axle 3 left side Air bag leveling valve audible air leak . Maintains air pressure.
222106387	Axle 4 Left Side Inner Tire Less than 2/32nd.
222106394	Exhaust leak at turbo clamp.
222106396	Dripping oil leak.
222106397	Brake relay valve with an audible air leak at axle #4 when brakes are applied, vehicle maintains air pressure.
