INSP_VIOLATION_ID	INSPECTION_ID	SEQ_NO	PART_NO	PART_NO_SECTION	INSP_VIOL_UNIT	INSP_UNIT_ID	INSP_VIOLATION_CATEGORY_ID	OUT_OF_SERVICE_INDICATOR	DEFECT_VERIFICATION_ID	CITATION_NUMBER	PART_SECTION_ID
222056909	65541336	2	390	21(b)	1	166907237	30	N	3		9426
222056910	65541336	3	393	9(a)	1	166907237	20	Y	99		283327
222056911	65541336	4	393	9(a)	1	166907237	20	N	3		396450
222056912	65541336	5	393	9(a)	1	166907237	20	N	3		9172
222056913	65541336	6	393	95(f)	1	166907237	28	N	3		9180
222056946	65541349	1	391	41(a)-F	D		1	N	3		393832
222056947	65541349	2	395	8(a)	D		3	Y	3	0219GW246183	254677
222056948	65541349	3	383	23(a)(2)	D		14	Y	3		9547
222056949	65541349	4	392	7(a)	D		14	N	3		390280
222056950	65541349	5	392	2	1	166907256	30	N	3		379214
222056951	65541349	6	392	9a(a)(1)	1	166907256	30	Y	99	0219GW246184	337774
222056952	65541349	7	393	75C	1	166907256	23	N	3		2909
222056953	65541349	8	392	2RG	1	166907256	30	N	3		385705
222056954	65541349	9	392	2IN	1	166907256	30	Y	99		385700
222056957	65541357	1	396	3A1T	1	166907269	23	N	3		9209
222057073	65541413	1	392	2RG	1	166907339	30	N	3		385705
222057074	65541415	1	391	41(a)-FPC	D		1	Y	3		393833
222057075	65541415	2	393	9(a)	1	166907341	20	N	3		9183
222057076	65541415	3	393	9(a)	1	166907341	20	N	3		9172
222057077	65541415	4	393	9(a)	1	166907341	20	N	3		9172
222057078	65541415	5	393	9(a)	1	166907341	20	N	3		9172
222057079	65541415	6	393	9(a)	1	166907341	20	N	3		9172
222057080	65541415	7	393	9(a)	1	166907341	20	N	3		9172
222057103	65541426	1	391	41(a)-F	D		1	N	3		393832
222057104	65541426	2	393	100(c)	1	166907352	25	Y	99		254961
222057105	65541426	3	393	25(e)	1	166907352	20	N	3		9270
222057106	65541426	4	390	21(b)	1	166907352	30	N	3		9426
222057285	65541520	1	392	2LV	D		14	N	3		385702
222057286	65541520	2	392	2MI	2	166907461	14	N	3		385703
222057295	65541522	1	391	11B2	D		14	N	3		9372
222057296	65541522	2	393	9(a)	1	166907463	20	N	3		9172
222057297	65541522	3	392	2MI	1	166907463	14	N	3		385703
222057298	65541522	4	392	2	1	166907463	47	N	3	0249E19000026	390281
222057299	65541522	5	392	2	1	166907463	47	N	3	0249E19000027	390266
222057300	65541522	6	393	75G-LOAD	1	166907463	23	Y	99		396403
222057301	65541522	7	393	75G-LOAD	1	166907463	23	Y	99		396403
222057302	65541522	8	393	75G-LOAD	1	166907463	23	Y	99		396403
222057303	65541522	9	393	75G-LOAD	1	166907463	23	Y	99	0249E19000028	396403
222057304	65541522	10	392	2MI	1	166907463	14	N	3		385703
222057326	65541538	1	391	41(a)-F	D		1	N	3		393832
222057327	65541538	2	392	9b(a)	1	166907481	30	N	3		396447
222057328	65541538	3	396	3(a)(1)	1	166907481	30	N	3		9203
222057329	65541538	4	393	11	1	166907481	20	N	3		9422
222057368	65541558	1	391	11(b)(1)	D		14	Y	3		9371
222057369	65541558	2	391	11(b)(1)	1	166907509	14	N	3		9371
222057370	65541558	3	393	9(a)	1	166907509	20	N	3		9182
222057371	65541559	1	390	21(b)	1	166907510	30	N	3		9426
222057372	65541559	2	393	95(a)	1	166907510	28	N	3		9178
222057373	65541559	3	393	78	1	166907510	26	N	3		9347
222057374	65541559	4	396	5(b)	1	166907510	30	N	3		9211
222057375	65541559	5	392	7(b)	D		14	N	3		390279
222057376	65541560	1	391	11(b)(1)	D		14	Y	3		9371
222057377	65541560	2	391	11(b)(1)	1	166907511	14	N	3		9371
222057378	65541560	3	391	41(a)-F	D		1	N	3		393832
222057379	65541560	4	391	11(b)(4)	1	166907511	14	N	3		9373
222057380	65541560	5	393	95(a)	1	166907511	28	N	3		9178
222057381	65541560	6	392	8	D		14	N	3		9409
222057387	65541570	1	396	3(a)(1)	1	166907523	30	N	3		9203
222057388	65541570	2	393	205(c)	2	166907524	24	N	3		9458
222057389	65541570	3	393	205(c)	2	166907524	24	N	3		9458
222057390	65541570	4	396	3(a)(1)	2	166907524	30	N	3		9203
222057391	65541571	1	172	201(d)	1	166907525	31	N	3		8590
222057392	65541572	1	383	23(a)(2)	D		14	Y	3		9547
222057393	65541572	3	393	9(a)	1	166907526	20	N	3		283327
222057394	65541572	4	396	3(a)(1)	1	166907526	30	N	3		9203
222057414	65541591	1	393	134	1	166907551	25	Y	99		3560
222057415	65541591	2	393	209(b)	1	166907551	21	N	3		9265
222057423	65541598	1	383	23(a)(2)	D		14	Y	3		9547
222057424	65541598	2	383	71(h)	D		14	N	3		396336
222057425	65541599	1	393	78	1	166907559	26	N	3		9347
222057426	65541599	2	392	7(a)	D		14	N	3		390280
222057431	65541601	1	390	19B2-BIENNIAL	1	166907562	99	N	3		396411
222057432	65541601	2	392	9b(a)	1	166907562	30	N	3		396447
222057492	65541627	1	387	303(b)(4)	D		14	N	3		9560
222057498	65541630	2	390	21(e)	1	166907605	30	N	3		9369
222057499	65541630	3	396	9(d)(2)	1	166907605	30	N	3		9214
222057500	65541634	1	391	11(b)(4)	D		14	Y	3		9373
222057501	65541635	1	391	11(b)(5)-DEN	D		14	Y	3		393826
222057604	65541682	1	390	19B2-BIENNIAL	1	166907673	99	N	3		396411
222057605	65541682	2	392	9b(a)	1	166907673	30	Y	99		396447
222057606	65541682	3	393	9(a)	1	166907673	20	N	3		9182
222057607	65541682	4	393	9(a)	1	166907673	20	N	3		9182
222057649	65541694	1	392	2	1	166907692	47	N	3	SP5716506	390241
222057650	65541694	2	392	2	1	166907692	47	N	3	SP5716507	390266
222057674	65541702	1	390	21(b)	1	166907703	30	N	3	HCS147854	9426
222057675	65541702	2	396	3(a)(1)	1	166907703	30	N	3		9203
222057676	65541702	3	396	17(c)	1	166907703	29	N	3		9202
222057677	65541702	4	393	95(f)	1	166907703	28	N	3		9180
222057678	65541702	5	393	11	1	166907703	20	N	3		9422
222057679	65541702	6	392	2	1	166907703	14	N	3	HCS147855	8496
222057732	65541728	1	396	3(a)(1)	1	166907743	30	N	3		9203
222057751	65541740	1	391	41(a)-F	D		1	N	3		393832
222057752	65541740	2	383	23(a)(2)	D		14	Y	3		9547
222057753	65541740	3	390	19A1-NOREG	1	166907760	30	N	3		396391
222057754	65541740	4	390	21(b)	1	166907760	30	N	3		9426
222057755	65541740	5	393	95(f)	1	166907760	28	N	3		9180
222057756	65541740	6	393	95(a)	1	166907760	28	N	3		9178
222057757	65541740	7	393	75B	1	166907760	23	N	3		254322
222057758	65541740	8	393	75C	1	166907760	23	N	3		2909
222057759	65541740	9	393	41	1	166907760	16	Y	99		9278
222057760	65541740	10	393	78	1	166907760	26	N	3		9347
222057761	65541740	11	393	209(d)	1	166907760	21	Y	99		8493
222057820	65541770	1	391	41(a)-F	D		1	N	3		393832
222057821	65541770	2	396	3(a)(1)	1	166907809	16	N	3		9204
222057822	65541770	3	393	41	1	166907809	16	Y	99		9278
222057823	65541770	4	393	95(f)	1	166907809	28	N	3		9180
222057824	65541770	5	392	2RG	1	166907809	30	N	3		385705
222057825	65541771	1	393	95(a)	1	166907810	28	N	3		9178
222057854	65541781	2	390	21(c)	1	166907830	30	N	3		9368
222057855	65541781	3	395	8	C		7	N	3		9194
222057856	65541782	1	391	41(a)-F	D		1	N	3	1026E19000002	393832
222057857	65541782	2	392	2-SLLS4	D		45	N	3		390240
222057918	65541812	1	392	2-SLLS2	D		45	N	3		390247
222057919	65541812	2	390	21(b)	1	166907873	30	N	3		9426
222057920	65541812	3	392	9b(a)	1	166907873	30	N	3		396080
222057921	65541812	4	392	2IN	D		30	N	3		385700
222057922	65541813	1	392	2-SLLS3	D		45	N	3		390248
222057923	65541813	2	392	2MI	1	166907874	14	N	3		385703
222057991	65541845	1	391	41(a)-F	D		1	N	3		393832
222057992	65541845	2	390	21(b)	1	166907918	30	N	3		9426
222057993	65541845	3	392	9b(a)	1	166907918	30	N	3		396080
222057994	65541845	4	393	130	1	166907918	25	Y	99		3556
222057995	65541845	5	392	9(a)(1)	D		25	Y	3	1027E19000049	9412
222057996	65541845	6	393	95(a)	1	166907918	28	N	3		9178
222057997	65541845	7	393	95(f)	1	166907918	28	N	3		9180
222057998	65541845	8	396	17(c)	1	166907918	29	N	3		9202
222057999	65541845	9	396	17(c)	2	166907919	29	N	3		9202
222058002	65541847	1	383	51(a)-SIN	D		8	Y	3		393816
222058016	65541849	1	172	202(b)	1	166907927	31	N	3		8596
222058017	65541849	2	172	202(a)(1)	1	166907927	31	N	3		8591
222058018	65541851	1	393	9(a)	1	166907931	20	N	3		9182
222058019	65541851	2	390	21(b)	1	166907931	30	N	3		9426
222058041	65541858	1	391	41(a)-F	D		1	N	3		393832
222058042	65541867	1	392	2-SLLEWA2	1	166907951	47	N	3	1201-E18-000009	390250
222058043	65541867	2	392	2-SLLEWG1	1	166907951	47	N	3	1201-E18-000010	390249
222058044	65541867	3	393	75G-LOAD	1	166907951	23	Y	2	1201-E18-000011	396403
222058045	65541867	4	393	75G-LOAD	1	166907951	23	Y	99		396403
222058046	65541867	5	383	23(a)(2)	D		14	Y	3	1201-E18-000012	9547
222058047	65541867	6	391	41(a)-F	D		1	N	3		393832
222058048	65541867	7	383	111	D		14	N	3		390619
222058049	65541867	8	391	11B2	D		14	N	3		9372
222058050	65541869	1	392	2	1	166907953	47	N	3	1201-E18-000013	390266
222058051	65541869	2	392	2	1	166907953	47	N	3	1201-E18-000014	390281
222058052	65541869	3	393	75G-LOAD	1	166907953	23	Y	99	1201-E18-000015	396403
222058101	65541890	1	391	41(a)-F	D		1	N	3		393832
222058102	65541890	2	393	9(a)	1	166907985	20	N	3		9172
222058103	65541890	3	393	9(a)	1	166907985	20	N	3	0911WKN147837	9183
222058104	65541890	4	393	75C	1	166907985	23	N	3		2909
222058105	65541891	1	393	201(a)	1	166907986	19	Y	99	0911WKN147838	9445
222058214	65541940	1	392	2	1	166908065	14	N	3	E19000078	8496
222058215	65541940	2	392	2	1	166908065	14	N	3		8496
222058216	65541940	3	393	95(a)	1	166908065	28	N	3		9178
222058217	65541940	4	393	95(f)	1	166908065	28	N	3		9180
222058218	65541940	5	393	9(a)	1	166908065	20	N	3		9183
222058219	65541940	6	392	2WC	1	166908065	30	N	3	E19000079	385707
222058220	65541940	7	392	7(a)	1	166908065	14	N	3		390280
222058270	65541950	4	393	203	1	166908086	30	N	3		9450
222058271	65541950	1	396	5(b)	1	166908086	30	N	3		9211
222058272	65541950	2	393	78	1	166908086	26	N	3		9347
222058273	65541950	3	396	9(d)(2)	1	166908086	30	N	3		9214
222058275	65541953	1	392	2	D		14	N	3		8496
222058276	65541953	2	393	9(a)	1	166908089	20	N	3		9172
222058277	65541953	3	393	9(a)	1	166908089	20	N	3		9172
222058278	65541953	4	393	9(a)	1	166908089	20	N	3		9172
222058279	65541953	5	395	8(a)(1)	1	166908089	3	Y	99		396451
222058280	65541953	6	393	9(a)	1	166908089	20	N	3		9172
222058281	65541953	7	393	9(a)	1	166908089	20	N	3		9172
222058282	65541953	8	392	9(a)	1	166908089	25	Y	99		9411
222058283	65541954	1	392	2	2	166908091	14	N	3		8496
222058284	65541957	1	396	5(b)	1	166908095	30	N	3		9211
222058285	65541957	2	393	9(a)	1	166908095	20	N	3		9172
222058286	65541957	3	392	2	1	166908095	14	N	3		8496
222058287	65541957	4	393	78	1	166908095	26	N	3		9347
222058288	65541957	5	393	41	1	166908095	16	Y	99		9278
222058424	65542009	1	391	41(a)-F	D		1	N	3		393832
222058425	65542012	1	392	2	1	166908168	14	N	3		8496
222058426	65542012	2	392	2	2	166908169	14	N	3		8496
222058427	65542012	3	393	9(a)	2	166908169	20	N	3		9172
222058428	65542012	4	393	9(a)	2	166908169	20	N	3		9172
222058429	65542012	5	393	55(e)	2	166908169	16	N	3		9305
222058430	65542012	6	393	47(e)	1	166908168	15	N	3		257965
222058431	65542012	7	393	53(b)	1	166908168	16	N	3		385681
222058432	65542012	8	393	47(e)	2	166908169	15	N	3		257965
222058433	65542012	9	393	53(b)	2	166908169	16	N	3		385681
222058434	65542012	10	393	48(a)	2	166908169	16	N	3		9288
222058435	65542012	11	396	3(a)(1)	1	166908168	15	Y	99		383183
222058572	65542067	1	392	8	D		14	N	3		9409
222058573	65542067	2	393	95(f)	1	166908248	28	N	3		9180
222058674	65542099	1	391	11B2	D		14	N	3		9372
222058675	65542100	1	393	9(a)	1	166908293	20	N	3		9183
222058676	65542100	2	393	60(c)	1	166908293	26	N	3		257571
222058677	65542100	3	396	5(b)	1	166908293	30	N	3		9211
222058678	65542100	4	393	209(e)	1	166908293	21	N	3		9267
222058679	65542100	5	393	48(a)	1	166908293	16	Y	99		9288
222058680	65542100	6	396	3(a)(1)	1	166908293	15	Y	99		383183
222058718	65542119	1	392	2	1	166908316	47	N	3	1217E19000033	390266
222058719	65542119	2	392	2	1	166908316	14	N	3	1217E19000032	8496
222058720	65542119	3	393	45(d)	1	166908316	16	N	3		257960
222058721	65542119	4	396	9(d)(2)	1	166908316	30	N	3		9214
222058722	65542120	1	393	9(a)	1	166908317	20	N	3		9172
222058723	65542120	2	396	17(c)	1	166908317	29	N	3		9202
222058724	65542120	3	393	47(e)	1	166908317	15	N	3		257965
222058725	65542120	4	393	53(b)	1	166908317	16	N	3		385681
222058726	65542120	5	393	75C	1	166908317	23	N	3		2909
222058727	65542120	6	393	75C	1	166908317	23	N	3		2909
222058743	65542144	1	385	337(b)	1	166908345	30	Y	3		356902
222058744	65542144	2	393	9(a)	1	166908345	20	N	3		9172
222058745	65542145	1	383	23(a)(2)	D		14	Y	3		9547
222058746	65542145	2	391	41(a)-F	D		1	N	3		393832
222058747	65542145	3	392	7(a)	D		14	N	3		390280
222058748	65542145	4	390	21(c)	1	166908346	30	N	3		9368
222058749	65542145	5	396	17(c)	1	166908346	29	N	3		9202
222058750	65542145	6	392	2	1	166908346	14	N	3	1217E19000034	8496
222058751	65542145	7	393	95(a)	1	166908346	28	N	3		9178
222058752	65542145	8	393	60(c)	1	166908346	26	N	3		257571
222058753	65542145	9	396	17(c)	2	166908347	29	N	3		9202
222058754	65542145	10	393	43(d)	2	166908347	16	Y	1		9281
222058755	65542145	11	392	2RG	2	166908347	30	N	3		385705
222058756	65542146	1	392	7(a)	D		14	N	3		390280
222058757	65542146	2	390	21(a)	1	166908348	30	N	3		9566
222058758	65542146	3	396	17(c)	1	166908348	29	N	3		9202
222058759	65542146	4	393	47(e)	1	166908348	15	N	3		257965
222058760	65542146	5	393	53(b)	1	166908348	16	N	3		385681
222058761	65542146	6	393	48(a)	1	166908348	16	N	3		9288
222058762	65542146	7	396	3(a)(1)	1	166908348	15	Y	1		383183
222058763	65542146	8	393	104(f)(3)	1	166908348	25	N	3		255027
222058764	65542146	9	393	134(b)(3)	1	166908348	25	Y	1		256386
222058765	65542147	1	392	2RG	2	166908350	30	N	3		385705
222058766	65542147	2	392	2RG	2	166908350	30	N	3		385705
222058772	65542152	1	393	9(a)	1	166908357	20	N	3		283327
222058773	65542152	2	391	11B2	1	166908357	14	N	3		9372
222058774	65542152	3	396	9(d)(2)	1	166908357	30	N	3		9214
222058775	65542152	4	396	3(a)(1)	1	166908357	30	N	3		9203
222058776	65542152	5	393	19	1	166908357	20	N	3		9443
222058777	65542152	6	390	19B2-BIENNIAL	1	166908357	99	N	3		396411
222058782	65542156	1	392	9b(a)	1	166908361	30	N	3		396080
222058783	65542156	2	391	41(a)-F	D		1	N	3		393832
222058784	65542156	3	387	303(b)(4)	1	166908361	14	N	3		9560
222058785	65542156	4	393	95(f)	1	166908361	28	N	3		9180
222058786	65542156	5	396	5(b)	1	166908361	30	N	3		9211
222058787	65542156	6	393	41	1	166908361	16	Y	99		9278
222058788	65542157	1	393	11	1	166908362	20	N	3		9422
222058789	65542157	2	393	9(a)	1	166908362	20	N	3		9172
222058790	65542157	3	396	5(b)	1	166908362	30	N	3		9211
222058791	65542157	4	393	47(e)	1	166908362	15	N	3		257965
222058792	65542157	5	393	53(b)	1	166908362	16	N	3		385681
222058793	65542157	6	393	48(a)	1	166908362	16	N	3		9288
222058794	65542157	7	393	47(e)	1	166908362	15	N	3		257965
222058795	65542157	8	396	3(a)(1)	1	166908362	15	Y	99		383183
222058833	65542176	1	391	41(a)-F	D		1	N	3		393832
222058834	65542176	2	390	21(b)	1	166908390	30	N	3		9426
222058835	65542176	3	393	95(f)	1	166908390	28	N	3		9180
222058836	65542176	4	393	9(a)	1	166908390	20	N	3		9172
222058837	65542176	5	393	75(a)(1)	1	166908390	23	Y	99		9332
222058838	65542178	1	393	102(a)(1)(ii)	1	166908392	25	Y	99		385710
222058856	65542181	1	376	11(d)(1)	1	166908397	14	N	3		396114
222058857	65542181	2	390	21(e)	1	166908397	30	N	3		9369
222058891	65542192	1	396	17(c)	2	166908410	29	N	3		9202
222058892	65542192	2	393	9(a)	2	166908410	20	N	3		9172
222058893	65542192	3	393	9(a)	2	166908410	20	N	3		9172
222058894	65542192	4	393	9(a)	2	166908410	20	N	3		9172
222058895	65542192	5	396	3(a)(1)	1	166908409	30	N	3		9203
222058896	65542192	6	393	55(a)	1	166908409	16	N	3		9298
222058897	65542192	7	393	47(e)	2	166908410	15	N	3		257965
222058898	65542192	8	393	53(b)	2	166908410	16	N	3		385681
222058899	65542193	1	392	2	1	166908411	14	N	3		8496
222058903	65542196	1	391	45(b)	D		1	N	3		8487
222058904	65542196	2	392	9b(a)	1	166908414	30	N	3		396081
222058905	65542196	3	393	9(a)	1	166908414	20	N	3		9172
222058906	65542196	4	393	9(a)	1	166908414	20	N	3		9172
222058907	65542196	5	393	9(a)	1	166908414	20	N	3		9172
222058908	65542196	6	393	11	1	166908414	20	N	3		9424
222058980	65542215	1	392	2	1	166908450	47	N	3	2107E19000012	390241
222058981	65542215	2	392	2	1	166908450	47	N	3	2107E19000013	390266
222058982	65542219	1	391	41(a)-F	D		1	N	3		393832
222058983	65542224	1	392	2C	D		40	N	3	H92792WVP7	9389
222058984	65542225	1	391	41(a)-F	D		1	N	3	H92792Z63N	393832
222058985	65542225	2	392	2	1	166908462	14	N	3		8496
222058986	65542225	3	393	100(a)	1	166908462	25	Y	99		9417
222058987	65542225	4	393	71(h)(10)	1	166908462	17	N	3		9331
222058988	65542225	5	393	17(b)	1	166908462	20	Y	99	H92792Z6M6	9442
222058989	65542225	6	393	17(b)	1	166908462	20	Y	99	H92792Z6WF	9442
222058990	65542225	7	393	17(b)	1	166908462	20	Y	99	H92792Z71T	9442
222058991	65542225	8	393	100(a)	1	166908462	25	Y	99		9417
222058992	65542226	1	393	9(a)	1	166908463	20	Y	99	BF7076064	9172
222058993	65542226	2	393	78	1	166908463	26	N	3	BF7076075	9347
222058994	65542226	3	393	75(h)	1	166908463	23	N	3	BF7076053	371296
222058995	65542226	4	393	95(a)	1	166908463	28	N	3	BF7076042	9178
222058996	65542226	5	396	5(b)	1	166908463	30	N	3	BF7076086	9211
222058997	65542226	6	396	5(b)	1	166908463	30	N	3	BF7076090	9211
222058998	65542226	7	392	2IN	1	166908463	30	N	3	BF7076101	385700
222058999	65542226	8	392	2RG	1	166908463	30	N	3	BF7076112	385705
222059000	65542226	9	390	21(a)	1	166908463	30	N	3		9566
222059001	65542227	1	392	9(a)(1)	1	166908464	25	Y	1	BF7076123	9412
222059002	65542227	2	392	2DIM	1	166908464	30	N	3	B1045	385697
222059003	65542227	3	393	9(a)	1	166908464	20	N	3	BF7076134	9172
222059004	65542227	4	392	2RG	1	166908464	30	N	3	BF7076145	385705
222059006	65542232	1	391	41(a)	D		1	N	3		9377
222059007	65542232	2	385	301(a)	1	166908472	30	N	3		380720
222059008	65542232	4	393	95(f)	1	166908472	28	N	3		9180
222059009	65542232	5	396	17(c)	1	166908472	29	N	3		9202
222059010	65542232	6	392	2	1	166908472	30	N	3		379214
222059011	65542232	7	390	21(a)	1	166908472	30	N	3		9566
222059012	65542232	3	393	95(a)	1	166908472	28	N	3		9178
222059013	65542233	1	392	2	1	166908473	30	N	3		379214
222059014	65542238	1	383	51(a)-SOUT	D		8	Y	99		393817
222059019	65542244	1	393	9(a)	1	166908493	20	N	3	NCPD	9172
222059020	65542244	2	393	9(a)	1	166908493	20	N	3	NCPD	9172
222059021	65542244	3	393	9(a)	1	166908493	20	N	3	NCPD	9172
222059022	65542244	4	393	9(a)	1	166908493	20	N	3	NCPD	9172
222059023	65542245	1	390	21(b)	1	166908494	30	N	3	NCPD	9426
222059024	65542245	2	393	95(a)	1	166908494	28	N	3	NCPD	9178
222059025	65542245	3	177	834(a)	1	166908494	34	Y	99	NCPD	9639
222059026	65542245	4	391	41(a)-F	D		1	N	3	NCPD	393832
222059027	65542246	1	390	21(b)	1	166908495	30	N	3		9426
222059028	65542246	2	393	41	1	166908495	16	Y	99	NCPD	9278
222059054	65542248	1	390	21(b)	1	166908499	30	N	3	192S4XV	9426
222059055	65542248	2	392	2RG	2	166908500	30	N	3		385705
222059056	65542249	1	392	2-SLLEWA2	1	166908501	47	N	3		390250
222059057	65542249	2	392	2	1	166908501	47	N	3	192W4WF	390241
222059058	65542249	3	392	2-SLLEWA2	2	166908502	47	N	3		390250
222059059	65542253	1	393	75(a)(3)	1	166908507	23	Y	99	692W4BR	9334
222059060	65542253	2	391	15(a)-NSIN	D		8	Y	99	692W4WK	393828
222059061	65542254	1	393	55(b)	1	166908508	16	N	3		9299
222059062	65542254	2	392	2MI	1	166908508	14	N	3	692W761	385703
222059063	65542254	3	390	21(b)	1	166908508	30	N	3		9426
222059064	65542256	1	383	91(a)	D		14	Y	99		9552
222059065	65542256	2	390	19	1	166908510	30	N	3		68237
222059066	65542256	3	390	21(b)	1	166908510	30	N	3		9426
222059067	65542256	4	392	2RG	1	166908510	30	N	3		385705
222059068	65542256	5	393	95(a)	1	166908510	28	N	3		9178
222059069	65542256	6	393	95(f)	1	166908510	28	N	3		9180
222059070	65542256	7	393	41	1	166908510	16	Y	99		9278
222059071	65542256	8	392	2W	1	166908510	47	N	3		385680
222059072	65542256	9	393	9(a)	1	166908510	20	N	3		283327
222059073	65542256	10	392	2RG	1	166908510	30	N	3		385705
222059074	65542256	11	396	17(c)	2	166908511	29	N	3		9202
222059075	65542256	12	393	9(a)	2	166908511	20	Y	99		9172
222059076	65542256	13	393	43	2	166908511	16	Y	99		9279
222059077	65542256	14	393	48(a)	2	166908511	16	N	3		9288
222059078	65542256	15	396	3(a)(1)	2	166908511	15	Y	99		383183
222059079	65542256	16	393	100(b)	2	166908511	25	Y	99		254958
222059080	65542257	1	392	2W	1	166908512	47	N	3		385680
222059081	65542257	2	393	60(e)-WS	1	166908512	30	N	3		390337
222059082	65542257	3	396	3(a)(1)	1	166908512	30	N	3		9203
222059083	65542257	4	393	55(d)(3)	2	166908513	16	N	3		9304
222059084	65542257	5	393	55(c)(2)	2	166908513	16	N	3		9301
222059085	65542257	6	393	9(a)	2	166908513	20	N	3		9172
222059086	65542258	1	395	8	D		7	N	3		9194
222059087	65542258	2	395	8	D		7	N	3		9194
222059088	65542258	3	395	8	D		7	N	3		9194
222059089	65542258	4	395	8	D		7	N	3		9194
222059090	65542258	5	392	2C	D		40	N	3		9389
222059091	65542258	6	392	2PK	D		14	N	3		385704
222059092	65542258	7	392	8	D		14	N	3		9409
222059093	65542258	8	393	95(f)	1	166908514	28	N	3		9180
222059094	65542258	9	393	11	1	166908514	20	N	3		9422
222059095	65542258	10	393	207(a)	1	166908514	22	Y	99		9459
222059096	65542258	11	393	207(a)	1	166908514	22	Y	99		9459
222059097	65542258	12	393	207(c)	1	166908514	22	Y	99		9328
222059098	65542258	13	393	207(f)	1	166908514	22	Y	99		9263
222059099	65542258	14	393	45(b)(2)	1	166908514	16	N	3		392460
222059100	65542258	15	393	75(a)(3)	1	166908514	23	Y	99		9334
222059101	65542258	16	396	3(a)(1)	1	166908514	30	N	3		9203
222059102	65542258	17	393	11	1	166908514	20	N	3		9428
222059103	65542258	18	392	2WC	1	166908514	30	N	3		385707
